make,model,car_model,review_title,review_text,style,comfort_rating,fuel_economy,perfomance,value_for_money,overall_rating,helpful_votes_ratio,review_date
Honda,City,2014 Honda City 1.3 i-VTEC,So far so good,"Exterior: The exterior is elegant and refined but very delicate, the bonnet is not fitted well, i mean it does not close completely when press down lightly, you really have to release the bonnet from height to properly close it.
Interior: The plastic looks cheap but dash is fitted well, so no rattle sounds despite the hard suspension, the AC works superbly and cools very quickly even on low blower speed, the seats are a little hard though but the rear seat has enough space for 3 adult persons 
Engine: The performance is ok for those who prefer to drive in a relaxed manner, not so great for those who like a quick response and pickup
Fuel Economy: Brilliant, so far. First full tank drove 490km (with full AC), fill-up was 3660Rs, so avg = 14.5km/l, the avg on odo was 14.9 km/l. So, far on 2nd full tank, the odo showing 16.2km/l (w/o AC).
Ride and Handling: Suspension is hard but the handling is soft and stable. ABS Brakes work great.",5,3,5,4,5,4,1.0,2014-09-04
Suzuki,Cultus,2017 Suzuki Cultus Limited Edition,Review regarding parts and performance and fuel efficiency,"Exterior: The rims from the VXL version and the colored side mirrors gives a refreshing look to the car.

Interior: Door covers have been changed and the grey interior is quite good too

Sound System: A very good sound system with the Blutooth feature that makes life easier for music and phone calls while driving.

Fuel Efficiency: Not so much good, it gives a maximum of 12.8 when Hi-Octane is mixed in a ratio of 50% (Mostly it gives 12.3 KM/L)

While the average noticed mostly is 11 KM/L that is quite low when used always on AC.

Tyres: Extremely poor tyres from General Tyres that will give you a puncture within a month if driven on the roads of Karachi like nowadays and  comparing to other tyres I have always used, these tyres are very poor. The mileage of my car is 9000 now since January, 2017 and all the tyres are mended due to severe punctures and cuts inside the tyres which I have never seen in any tyre.",4,4,3,4,2,3,0.0,2017-04-12
Toyota,Corolla,2022 Toyota Corolla Altis X Automatic 1.6,Excellent Car,"Good fuel economy in its class, great comfort and reliability. best resale value ... most sold sedan since more than a year.
Many people commented that due to 4 gears fuel economy might not be good but I am getting 12 to 15 km/lt in city and 16 to 17.5 km/l on highway. BTW these values may change based on the route you drive and the way you drive your car. The 0 to 100 is also around 13 seconds which is good. These values are same as suneel munj's expert review of this car.
The engine and transmission are made for eachother, don't go after numbers, the performance you get is all that matters.",5,5,5,5,5,5,1.0,2022-06-19
Suzuki,Swift,Suzuki Swift,Awsome hatch,"Bought new swift 3 months ago, i had driven my 3 hondas from 2000 to 2011, before that i was having a suzuki mehran 1997-2000, now i am back to suzuki, just because i compared its fuel consumption to my civic 92 d15b auto CNG, in city its petrol average is as same as my cng honda, and on long routs its 150%, for example i travelled sialkot to lahore on civic on cng in RS 600/- and on swift it consumes petrol of Rs 900/- i dont think its a big difference, only one thing, trunk matters, but i dont think after installing cng trunk remains ""cabin"" it seems like a ""junkyard"" one more thing, if you want your fuel average good, dont go for inspections on 1000km, 5000km and 10000km, just change oil on every 5000km, clean and change air filter regularly, check plugs by yourself, and if needed clean your pgm with carb cleaner yourself, dont go for suzuki 3s, they will spoil your fuel average on your 1st tunning,",5,3,5,5,5,4,0.0,2011-12-14
Honda,City,Honda City 1.3 i-VTEC,Its time to revert to Japanese type...,"Since long Pakistanis have been held hostage to Corolla, Honda and Suzuki. Baghairti ki intaha hay keh we r forced to celebrate 25 yrs of Suzuki Mehran launch ceremony.. Sharam nahin aati in logon ko. 
A piece of advice.. Just dont select this car. U can get a full option toyota fielder, prius or honda civic hybrid in this price... Time to wake up...",3,3,3,2,2,3,0.0,2012-06-17
Daihatsu,Cuore,2009 Daihatsu Cuore CX,Best Car in Low Budget,"??Style:
             As it is a budget car,so style doesn't matter.
??Comfort:
             It is more comfortable as compare to other car in its price range.
???Fuel Economy:
              Feul average is a point where Daihatsu Cuore is not a big deal usually. 
????But a slight modification in Carburator by installation of ""CDI System"" will give you Excellent Feul Average (15-16km/L in City and 18-20 km/L on Highway).
It is my own experience of installing CDI system and this feul average.CDI system installation will cost round about Rs:9000/-
?? Performance:
              Performance wise this car is excellent in its range. AC performance is awesome. Engine performance is also awesome. 
??Value for Money:
              Yes it is Value for money. it has Excellent resale value and best performance according to its price.",2,3,4,4,5,3,0.0,2019-10-21
Suzuki,Wagon R,2015 Suzuki Wagon R VXL,morning starting problem,"i have recently bought wagon R VXL , and notice that the car doesn't not star on the 1st self in the morning when its cold and some time it takes 2nd or third attempt .I took it to suzuki motors after checking they didn't find any thing wrong. How ever we have also noticed that  only in vxl model if you  floor the race paddle and then  try to start the car ,it takes a very long self or fails to start. I have tried in other efi cars and they starts smoothly  regardless of  pressing the race paddle .
i am writing this review to find out if any else has also notice this issue  in suzuki wagon R vxl  (local)",4,4,5,4,4,4,0.6,2016-01-19
Suzuki,Hustler,2015 Suzuki Hustler G Turbo,Only JDM with excellent ground clearance,"Very good car, drove my friend's Hustler, travelled to Lahore from Rawalpindi, I am planning to switch to Hustler as the smaller car for daily use in the city traffic. Previously I was using Vitz as small car and Civic as long route family car. New combination would be Hustler and Vezel due to the better ground clearance and fuel economy. Engine wise, it will be downgrade from 1000 CC Vitz but fuel economy is what I require in the city traffic.",3,4,5,5,5,4,1.0,2018-03-13
Honda,City,2021 Honda City 1.2L M/T,Good Experience,Exterior is awsome and sporty it have a comfortable drive and smooth steering but the Bluetooth of this car is very poor it gives me a good fuel average and it's suspension on speed breaker is also very impressive then other cars. I have a good experience with my honda city .,5,5,4,5,4,4,1.0,2022-07-14
Suzuki,Cultus,2018 Suzuki Cultus VXL,Honest opinion,"AOA everyone,

Alhamdolillah I have also purchased new CULTUS and I am loving its features and ride, after selling my Honda N1 I thought that cultus might trouble me but I was wrong
Cultus completely surprise me and increase my believe in local cars.  kindly stop buying old 2nd hand repaired cars and at least check its test drive and then decide.
Thanks",5,5,5,5,5,5,1.0,2018-02-23
Suzuki,Swift,2022 Suzuki Swift GLX CVT,Stylish and Comfortable,"Exterior is hand turner, car has perfect and modern shape though parts are very expensive. interior is excellent too , it could have been better if they add multi-tone color and replace silver with white. 
Seats are very comfortable welcoming. AC and heater performance is excellemt and doesnt have any effect on car performance.
Car is light but still road grip is firm.",5,5,5,5,5,5,1.0,2022-12-09
Toyota,Estima,2010 Toyota Estima Hybrid,Best Family Car Ever,"I am Using Toyota Estima 2010 Hybrid for more than 5 years .. I must say it's best family car available in Pakistan , We are family of 8 adult , and we all easily set in this car ,   specially the third row is so specious and have equally good legroom , beside seating capacity it has a huge luggage capacity Shape is also very attractive , Powerful engine 

Engine is really powerful with very good fuel economy as it's Hybrid .",4,5,5,5,5,4,0.0,2023-09-08
Suzuki,Alto,2015 Suzuki Alto L,Great Family Car,"A great Family Car ,with great Fuel Average. The JDM varient gives me about 20km/L without A/C in city. Although it's not that comfortable as it should be. It gives a great Performance if you compare it to a 658cc. You don't get the feel of a 658cc car.",4,4,5,5,4,4,0.0,2020-04-25
Changan,Alsvin,2021 Changan Alsvin 1.5L DCT Lumiere,BETTER THAN ITS COMPETITORS,"Changan Alsvin is a stylish and modern sedan that offers a comfortable and enjoyable driving experience. Its exterior design is sleek and aerodynamic, while the interior is well-crafted and spacious. The ride quality is smooth and refined, and the car provides a comfortable seating position with ample legroom and headroom. The Alsvin offers nimble handling and precise steering, making it easy to maneuver. It also has a powerful engine that delivers impressive acceleration and maintains stability at fast speeds. Additionally, the Alsvin is known for its excellent fuel efficiency, making it an economical choice for daily commuting or long drives. Overall, the Changan Alsvin is a reliable and practical compact sedan that ticks the boxes for style, comfort, handling, speed, and fuel efficiency. i love this car",5,5,5,5,5,5,0.0,2023-11-12
Honda,Civic,2017 Honda Civic 1.8 i-VTEC CVT,Best fuel avg,"Reliability, i know people will criticize on this but I've 180,000kms on my car and have been driving it for 3 years now. There were some known faults like the battery issue. But the Honda centre dealership made sure to get the car in perfect condition. The fuel average is spectacular for a 1800cc (13-13.5 in city 14-15.5 on long). I'd definitely recommend to buy this car as it is value to money and way better than its competitors in the market.",5,5,5,5,5,5,0.0,2020-06-27
Honda,Civic,1995 Honda Civic EX,Honda Civic 1995,"This car is very useful for anyone who want a truly family car with all sorts of comforts in the price tag of about 400,000. The options that was available in that car are not their in the latest cars (apart from expensive ones). This car is so comfortable that even the latest city and civic can't match it. Truly a deserved car. It is better to throw mehran, alto and cultus... even balena and liana and give this car a chance.",5,5,3,3,3,3,0.0,2016-04-13
Honda,City,2017 Honda City 1.3 i-VTEC,Upgraded Model 2017,"Nothing new. Same old shape of 2009 still buzziing on roads as 2017 model in Pakistan.This is the main reason for its having lost resale value. New shape launched by the manufacturer world wide almost two years ago. Car assembling company in Pakistan didn't bother to take care of the sentiments of the brand users because they thought that launch of new shape of Honda City would pose a serious threat to marketing &amp; sales of Honda Civic. Rather than doing away with further procurement of Honda Civic, they preffered to keep buying more &amp; more units of old 2009 shape of Honda City, change its front grill and launch it as 2017 model. Honda Civic had a low resale value in the past, it has low resale value even today. In comparison with Honda Civic, Honda City has large clients base in Pakistan who want to see constant changes, not only in its shape but its engine, after every 5-6 years. People dealing with Honda affairs in Pakistan should try to understand this point.",4,3,4,4,3,3,0.0,2017-05-29
Honda,Civic,Honda Civic VTi Oriel 1.8 i-VTEC,Honda Civic can't really be compared with Corolla's any varient,"Look Friends its been a long time that people are trying to push Civic against corolla. Today um here with some solid justifications. I've driven both the cars so i'll talk with proof

Style:No doubt, New Corolla is also Beautiful BUT Honda launched its current style in 2006 and since then Toyota has changed it twice or even thrice. Still Civic is being sold at a remarkably higher price then Corolla,s all variants and is the choice of executive class. why?

Comfort: I think its a naturally proven fact that suspension of Honda has ever been much better and comfortable than Corolla. People who have driven it, know it

Performance: Acceleration of both the cars(Civic and ALTIS) is Excellent but one Honda has is a bit more stable

VFM: Both the cars are too much expensive.....

Fuel Economy: I've personally driven Civic 15.2 KM/ Liter of fuel. Corolla 1300 cc drives less than it.

Interior: Honda has a stylish interior since 2006 with a strong, luxurious, Elegant and Inspiring finish. Corolla never had

Road Grip: Civic has a better road grip due to its unique body design

Special Features: Availability of some standard as well as some optional features give Civic superiority over Corolla like
Digital SPEEDO,Small Sporty Steering, Great Audio System with built in 6 CD changer/ Navigation, Leather seats, rear reading lamps and Anti- Theft system etc

Overall:

              Civic V/S corolla oh sorry Rolla has no comparison",5,5,5,4,4,5,0.6666666666666666,2012-03-12
Honda,Civic,2014 Honda Civic VTi Oriel Prosmatec 1.8 i-VTEC,Better than new model,Exterior in good shape with projector headlights interior design very pretty with digital climate control and digital speedo meter and little more features in this model fuel economy in city in my driving style 12km+ and long 16km+. My last word this car is amazing then another,4,5,4,5,4,4,0.0,2019-02-23
Suzuki,Mehran,2013 Suzuki Mehran VX Euro II,Economical with Resale,"Exterior: Changed from previous Models just front cover on radiator fan.


Interior (Features, Space &amp; Comfort):
Same change is only choke button removed. rest same. 
Fuel Economy:
Wonder, best on petrol.
Ride Quality &amp; Handling:
Easy control, in my view brakes also improved.
Final Words:
remarkable car if you are asking for Economy and a Market car.",2,2,5,4,5,3,0.8888888888888888,2013-06-24
Suzuki,Wagon R,2014 Suzuki Wagon R VXL,A Good Addition In Compact Cars,"After driving and owning almost all the versions of hatchback suzuki cars being in use in Pakistan, I was inclined to buy the city IVtec this time. Got the opportunity to drive this car on it's launching which was a pleasant surprise. The car looks small but  very spacious  from inside while sitting at the driving seat you feel to be in a commanding position because of it's height. The A.C and brakes are effective . The acceleration is also reasonably good. The 2 tone dashboard looks beautiful. We should not compare it with the imported cars for abs brakes and air bags as they don't have the company backup or release value.",4,4,5,5,5,4,0.7058823529411765,2014-04-27
Honda,Civic,2014 Honda Civic VTi Oriel Prosmatec 1.8 i-VTEC,Overpriced piece of junk,"Navigation system was replaced by ""Trackingworld"" and the camera problem still persists. Steering controls for volume and managing the music system do not work. Brakes are very risky and an unstable car. Watch before you buy. I am ready to sell for loss.",3,0,0,0,0,0,0.42857142857142855,2015-01-29
Suzuki,Alto,2021 Suzuki Alto VXR,economical and duty base vehicle,"exterior and interior good enough, performance smooth, suitable for employees  on ground economical vehicle.
i have alto vxr 2021, daily running 70-75kms for office work, very smooth drive and comfortable..
fuel avg 20/21km per liter without ac with ac 18/19kms.. i do not know how people claim for 25 or above.
tyre pressure 32*34 is good for company fitted tyres.",3,4,4,4,4,3,1.0,2021-10-26
Suzuki,Cultus,2013 Suzuki Cultus EURO II,Japanese Car is Best for Local Cars,"Hey Guyz
I am telling some ture thing for japanese car,s japan can made a excellent awesome car you buy local Cultus,Alto,Corolla but you can,t enjoy real luxury drive in this local car japanese cars has luxury and smooth drive fully loaded verzion and ABS brake,s fuel average is very good for city and long route local cars bad interiors and bad engine sound like riskshaw :P..
So first you see and drive japanese car then decide 
Japan is the king of Cars....



.....................",0,0,0,0,0,0,0.35714285714285715,2013-11-20
Suzuki,Cultus,2021 Suzuki Cultus VXL,Great Buy,"it was tremendous decision of vxl version. i was found of kia picanto because of style and built quality but genuinely found Cultus far better than league cars. so far, i have driven 10,000 km and found nothing problematic in cultus. its cumulative average in city and long is around 20 with light foot. its value for money.",4,4,5,5,5,4,0.0,2022-02-21
KIA,Stonic,2022 KIA Stonic EX+,Drives as Smooth as Butter,"This review is totally based on my personal experience.
 I won't say it is worth the money but  I am completely satisfied with my decision, elegant exterior, as well as tons of features, makes me feel  I took a great decision buying this car. The fuel average could be better but it is still not too bad, giving 10-12km/l in the city. Smooth suspensions, comfortable seats, and considerable ground clearance make my driving experience much better on the poor roads of Karachi.
Front and back parking sensors make it easier for the driver to park in tight parking spaces with the help of the back camera. Overall KIA did a good job but still, 4.8M is Lil bit overpriced for a hatchback.",5,5,4,4,5,4,0.5,2022-10-14
Mitsubishi,Pajero,1997 Mitsubishi Pajero Exceed 2.8D,king 1997,"exterior is very beautiful 
interior is also spacious 
this 1997 model also has power windows ,power mirror ,ac, power steering and sunroof 

bad thing is fuel economy 
gives 5-6 in city
and 7 in long 

power full car 
but pick is low due to diesel engine 

its a high bugdet car
value to money",5,4,3,5,5,4,0.0,2021-11-27
Suzuki,Wagon R,2022 Suzuki Wagon R VXL,GREAT BUY MASHALLAH GOOD CAR,"A.O.A 
SUZUKI WAGON R 
IT IS VERY GOOD CAR 
FUEL ECONOMY IS VERY OUT CLASS
16 TO 18 ON LONG WITH AC 
CITY M 14 TO 15 
MASHALLAH GREAT FULL CAR LOOKS
IS VERY OUT CLASS.
GOOD FEATURE IN THIS HACHBACK
VALUE FOR MONEY AM NO VXL IS 
3414000
IS TO MUCH PRICE IN THIS KATAGAREY
OFFF
MASHALLAH OVER HALL GOOD CAR.",5,5,5,5,3,4,0.0,2023-12-06
Suzuki,Alto,2024 Suzuki Alto VXL AGS,good car,Exterior:  ? Alto's exterior is simple. The paint and body quality is average.  Door handles and side mirrors are not body colour. Suzuki is offering general tyers in alto which are also average. It reduce the ride quality . ? Interior: ? Suzuki alto vx does not have any feature to discuss. Even i have installed after market AC in it because company is not offering AC in this varient and i have installed after market AC in it. overall basic interior. Car is very spacious. Leg space is very good for both front and back seats. T,4,5,4,3,4,4,0.0,2024-03-27
Honda,Fit,2015 Honda Fit 1.5 Hybrid F Package,The best car,"It's just the best hatchback out there right now. Pick is like an aeroplane. Fuel economy is gOod even if you accelerate hard which is a good thing for fast drivers. It's 1.5 but feels like 2.0 because of the pick. Alot better than Aqua, tho Aqua has better fuel economy in the city.",5,5,4,5,5,4,0.0,2019-04-27
Toyota,Corolla,2015 Toyota Corolla GLi 1.3 VVTi,corolla thumbs up,"I was a user of Honda before but due to Honda facelifts model I bought corolla Gli 1.3
Wider leg space front and back seats
Very stylishly design exterior
Front light adjustment even opposite driver with HID will dimits his lights 
( on my first drive to swat 3 drivers complained me to dim my light one of then was with HID)
Fuel economy is improving day by day",5,4,4,5,5,4,0.0,2015-07-25
Honda,N Wgn,2015 Honda N Wgn G Turbo,One of the best JDM car,"Very stylish look, with compact size. 
It has all the features which a modern car should have. It has multimedia steering even local Toyota and Honda does not provide it. It has very smooth and comfortable drive. 
Quite large  leg room space inside of this car. 
I am getting 24 KM/L on long drive while inside city it  provides 19 Km/L (with AC 20 Km/L and 15 Km/L) .  Very good fuel economy.
Special thing about this car is its PICK.  It reaches 100 Km/ hour speed within few seconds.",4,5,5,5,4,4,1.0,2019-10-18
Suzuki,Cultus,2015 Suzuki Cultus,Great buy,"Exterior.
Front is good and back is good.
Interior
interior is poor the build quality is good.
Fuel economy
fuel economy is good it give me at long is 17 to18 Km per liter.
performance
its pick is good its not lugish .
Ac performance 
Ac performance is good not bad.",3,4,5,4,5,4,1.0,2021-09-10
Toyota,Corolla,2014 Toyota Corolla XLi,Good Car,"A good car Xli Std it is same as Xli but it lacks in Music played, Speaker, Seat belts of back seat and wheel cover.. thats not the problem because these thing are available in the market and a person can buy wheel cap from a car shop and can buy speaker and music player from a music shop .. and rear seat's seat belt is not that much important so it is not neccesary to install them in the car ...
All over, the is car is very good and drive is also perfect.. one should buy this car because he can save around 90 thousands .. Normal XLi is around 1,590,000 while this car is of 1,500,000 ...
Hope this review help the buyers of this car :)",5,5,5,5,5,5,0.7142857142857143,2014-03-18
Changan,Alsvin,2021 Changan Alsvin 1.3L MT Comfort,tayyab,"the greatest car, you can compare it with toyota gli
everything exterior and interior are charming.
features are out class.
best sedan in pakistan with lowest price.
multimedia steering , 5 gears, lcd, leather seats, milage 16/ 18.
the best family car.",5,5,5,5,5,5,0.0,2021-09-17
Honda,Civic,2017 Honda Civic Oriel 1.8 i-VTEC CVT,Cleanest 2017 civic X,"Extraordinarily well kept!I’m the second owner and alhamdulillah my car is in pristine condition and driven around 22000 km in 5 years,It is still in its stock condition and the smell of new leather is a proof to the fact that the car is very fresh.The engine is soundless and the comfort is unmatchable",5,5,3,5,5,4,0.0,2022-10-17
Toyota,Corolla,2015 Toyota Corolla GLi 1.3 VVTi,I am Loving it,"Looks good on the outside. Stunning  exterior

Looks good on the inside. Very nice soft touch materials...except
1. Seat covers are needed as the beige color original seat covers are prone to get dirty very quickly.
2. The black soft cloth material used on door armrest are not ideal for Karachi. They tend to attract dust/lint 
3. Fabric floor mats have the same issue.

Performance is good. I used to drive GLi MT 2009 model before this one. Engine is the same. Interior of this one is definitely quieter. Drive is pleasurable. As it is a 1299 cc...it is not intended for race driving.

So far have driven it 100 km. so far the ave mileage is 10 km/L and this is on small DHA roads with AC.

stay tuned for more updates....

Sad as I cannot post of the FORUM due to some Pakwheel technical issue that does not let me post there....and nobody is answering my requests for assistance so far from Pakwheels.",5,5,4,5,4,4,0.0,2015-09-19
Honda,BR-V,2017 Honda BR-V,Honda BR V S Review by owner,"Very elegant exterior.....front and side looks are more impressive 
Interior...very nice...they should have provided arm rest....passenger side air bag is not availble....seats are comfortable...excellent screen, rear  camera and navigation option....
Fuel efficiency depends how you drive....Treat this car as a pure family car...kids will love it....only compare it with a 7 seater SUV....you feel like sitting in a small jeep....dual ac option is fabulous....ac performance better than civic....",5,5,4,4,5,4,1.0,2017-06-08
Suzuki,Vitara,2017 Suzuki Vitara GLX 1.6,A small SUV,"I was really interested in Vitara till I saw it myself in the showroom. It is considerably small and has very little leg room for back seats too.
Many options have been included in it which attracted me but the overall size, small engine (1.6 Liters) and little leg room in back seats have  changed my mind. A little bigger in size would have done it for me.
I don't know how good a 1.6 L engine car is good at 4wd.",5,3,4,4,4,4,0.6,2017-02-07
Suzuki,Wagon R,2017 Suzuki Wagon R,Good car,I bought this car in May 2017. It has a good exterior and interior as well. Its interior is much better than new cultus. Its fuel average is best. It has excellent AC and comfortable seats. So far as its interior and its drive is concerned it is awesome!,4,4,5,5,3,4,1.0,2017-09-16
Honda,HR-V,2023 Honda HR-V VTi-S,Excellent Value For Money,"Excellent Crossover By Honda Atlas I love its drive its style each &amp; every thing
It gives 13km/l fuel average 
4 airbags 
Very beautiful Front look
Road Handling and Brakes are very Good as Compared to KIA Sportage &amp; Hyundai Tucson
Seats are Very Comfortable",5,5,5,5,5,5,0.0,2023-10-03
Toyota,Yaris,2022 Toyota Yaris ATIV CVT 1.3,break best,"City say achi hai Har lehaz sy 1.2 city mai cruise control option nahi milta iss mai toyota say cruise install krwa saktye ho. Allow rim hai fog lite hai. interior acha hai. Etc........................................................
.......................................................",3,4,4,4,4,3,0.0,2022-12-21
Haval,H6,2023 Haval H6 HEV,The king of cars,"aik bar jo haval h6 hev ko lay lega wo toyota legendar or prado ko bhool jai gaaa
**Exterior**

The Haval H6 HEV 2023 has a bold and imposing exterior design, with a large front grille, sleek headlights, and muscular lines. It is also one of the largest SUVs in its class, offering plenty of space for passengers and cargo.

Some of the key exterior features of the Haval H6 HEV 2023 include:

* A large front grille with chrome accents
* Sleek LED headlights with daytime running lights
* A muscular hood with sharp lines
* 18-inch alloy wheels
* A panoramic sunroof
* LED taillights
* A dual exhaust system

**Interior**

The interior of the Haval H6 HEV 2023 is just as impressive as the exterior, with a premium feel and a variety of features. The cabin is spacious and well-appointed, with soft-touch materials and comfortable seating.

Some of the key interior features",5,5,5,5,5,5,0.0,2023-10-15
Toyota,Corolla,2015 Toyota Corolla Altis 1.8,Good value for money,The car is great value for money with brilliant syking and excellent fuel economy along with excellent performance. Along with that it has great resale value. I think if you have a budget of 2million and you are looking for a car this is it. Go get it.,5,4,4,5,5,4,0.0,2016-07-21
ZOTYE,Z100,2020 ZOTYE Z100 1.0,Nice Car,"A decent car for an ordinary man. I think price should be more decrease able. Anyway, its a nice car and no doubt ZOTYE Z100 1.OL better than Pak Suzuki waganR. The Interior of this car is more beautiful &amp; stylish than waganR and the built quality is fine its not looks like a cheap Chinese car. A good product of Topsun (Motors). ????",4,2,3,2,2,2,1.0,2020-04-16
Suzuki,Wagon R,2012 Suzuki Wagon R FX Limited,GREAT CAR AND COMFORTABLE AND GOOD MILAGE AND GIVE U HIGH FEATURES,I HAVE SUZUKI WAGON R AUTOMATIC I LOVE THIS CAR IT IS BETTER THEN MOVE  AND N WAGON IT HAS GOOD GROUND CLEARANCE AS COMPARE TO OTHER AUTOMATIC CARS IT HAVE MANY FEATURES OF LUXURY CAR MY CAR HAS CHILL CLIMATE CONTROL AC IT WAS HAVE PUSH START IT IS VERY LUXURY SPACE INSIDE AS COMPARE TO OTHER AUTOMATIC CARS  GREAT CAR I WANT TO UPLOAD MY CAR REVIEW IN PAKWHEELS.COM THANK YOU,5,4,5,5,5,4,0.0,2020-11-03
Suzuki,Every,2010 Suzuki Every,its just AMAZING,"interior            = 4/5
exterior           = 4/5
comfort           = 4/5
fuel economy  = .. idont know yet because purchased  yesterday :P  but i think it will not be so h bad .. and interior is a way better then SUZUKI BOLAN (tin ka diba) ..  and ac/heater also ..",5,5,5,5,5,5,0.6666666666666666,2014-11-20
Daihatsu,Cuore,2008 Daihatsu Cuore CX Eco,A Semi Detailed Review,"Daihatsu Cuore... the very favorite of bank employees back in the mid 2000s. Definitely not the best, but certainly not the worst.

Admittingly, this car does have a upper hand than Suzuki Alto - although it differs with everyone's experiences, and personally, Cuore has been much more favorable to me than the Alto. The ride gives some serious 90s vibes with both the interior and exterior, considering it was originally produced by Japanese in the mid 90s. The lack of Electronic Fuel Injection system is a serious letdown with the local version, though. Could've utilized the same 660cc engine but oh well. 
The simplistic, yet nostalgic interior as well as smoother  acceleration and more comfortable drive than its rival counterpart is what made me choose that as the first car. Did a drag race with my cousin's '07 Alto (local one) to test acceleration and I wasn't much surprised to see my ride having an upper hand.",3,3,2,3,4,3,1.0,2018-11-26
Hyundai,Elantra,2023 Hyundai Elantra GL,Elentra GL white,"Great car 
excellent drive 
Superb exterior
paint quality is very good
...........................................................
......................................................................
..............................................................................",5,5,4,5,4,4,0.0,2024-01-10
Honda,BR-V,2019 Honda BR-V i-VTEC MT,Fuel economy,"On motorway at 100 speed I achieved 18.3 / ltr on total 1200 km , without A/c , and with two passengers including the Driver.  If you drive in ECO mode then you achieve good fuel average  .  So my conclusion is that honda Brv is a good family car with Excellent fuel consumption  .",4,5,5,5,5,4,0.0,2020-04-05
Honda,Civic,2017 Honda Civic Turbo 1.5 VTEC CVT,Great car in terms of the performance is delivers from such a small displacement engine and in terms of its value and competitor,A really modern with a lot of curves in it …front black grill that is only for the turbo models and chrome door handles that are also limited to the turbo models coming down we can see that the turbo has two exhaust mufflers compared to the NA 1.8L varient. Coming in the interior we can see that the turbo model gets paddle shifters and a different infotainment screen compared to the NA model with an addition to rear infotainment for the rear passengers as well! It comes with the same CVT gear as the other models but this does not has the L mode that comes with the rest of the models (L is the lower gear) instead it has the paddle shifters for it and they do serve the purpose really good ! My car currently is giving an average of 12 kml in city with AC and around 18-19(on M2),5,2,3,5,5,4,0.0,2022-09-24
FAW,V2,2016 FAW V2,Pocket Rocket,"Exterior looks good in real but might not look good in pictures. Its back looks amazing. All the features present in top of the line in local cars are present in this car such as immobilizer, power steering,windows and central locking with factory fitted remote system and side mirrors are also automatic. Engine is powerful and responsive. It can beat corolla 1.3 in a drag race. Suspension are smooth and same as corolla's. Easy to drive just like a small car. Great visibility from inside the car. Interior is good but plastic. Gives a feeling of cheap plastic. Abs and ebd helps driver steer in heavy braking and maintain control. The price is affordable 10 lac 50 thousand. Led tail lights. And factory fitted alloy rims and two front airbags. Resale is not that low. Spares are easily available. Engine is same of 1.3 vitz. Its a car worthy of buying instead of cultus or wagonr or any used or Jdm in this range. More satisfying than any other can in this range.",4,5,4,5,5,4,1.0,2016-04-04
Honda,Civic,Honda Civic VTi Oriel Prosmatec 1.8 i-VTEC,Honda civic v/s Corolla,"comparing a corolla to a civic, Worthless!!!
Corolla is actually very much unsettled on the roads. It feels like sitting on a Jeep, while the steering is also hard, you actually know that you're steering the car!!! i'd Fuel Efficiency, yup Corolla does better, but dont want to ride a car that has'nt got what i would call a undesireably uncomfortable!
well i'd rate the Civic being better because the drive is'nt too picky, its comfort Guys!! ""Family Car"" @ Cant compare it with high speed Vehicles!!! 
I sat in it, drove it.... and felt the beauty!!!",5,4,4,4,5,4,0.5714285714285714,2011-08-11
Suzuki,Swift,Suzuki Swift DLX 1.3,Little Monster with a Tiny Appetite,"When I bought the new Swift in August 2010, I was disappointed with its fuel consumption. First 5-10 tanks just disappeared.

It would simply refuse to give me anything more than 220-250 Km in a tank. [5-6Km/L] It was a horrific experience. At 1000Km mark, got the tuning done. The average was still the same .. horrible!

But without doing anything, the average kept improving. By the time it had done 4000Km, I was getting 430-440 Km in a tank in the city. And every time on refueling it takes 39 liters to fill up the tank. Means when I refuel, there is always 4 liters of petrol still in the tank. So basically I am getting 430-440Km in 39 liters within city. That’s pretty neat.

Suzuki recommended that it doesn't need an oil change till it has done 5000Km. And since this car is very sparingly used, it took 7 months until it was ready for its OIL/FILTER change. So they changed the oil (ZIC) and oil filter and said everything else is fine.

Luckily I had to go to Islamabad so I decided to take this little monster on the highway to see how it performs in terms of fuel consumption. Filled it up, again as usual 39L.

We took the motorway. Tried to keep the RPM at or below 3. With the Swift, it’s easily possible to drive at 100-110Km/h with the RPM comfortably below 3. Since it’s gotten pretty hot for the road, used the A/C throughout. To my surprise, we reached Islamabad, attended a wedding in Pindi, went back to Islamabad and next morning came back to Lahore via GT Road. All in ONE tank only. It was simply unbelievable. Back to back, we drove 728 kilometers with A/C in a single tank. And yes, when I refueled again at home it did take 39L only … which is funny. :o)

VERDICT: 

Fuel Consumption Average
City = 11.15 Km/L
Highway = 18.66 Km/L",4,4,5,2,5,4,0.9333333333333333,2011-03-25
KIA,Sportage,2021 KIA Sportage AWD,Good Buy,Sportage is a great Buy and is Value to money But somethings are there that u wish would be in sportage.First is the radar and safety features.Second is the pedal shifters and the third is Ambient lighting.If someone could afford a 63 lac car than woth these features he would be able to afford a 6.6 million car to. Overall great Carrr!,4,4,3,4,5,4,0.0,2022-06-18
